score_id,date,country_code,currency,inflation_score,labor_score,growth_score,inflation_contributors,labor_contributors,growth_contributors,inflation_weight,labor_weight,growth_weight,mandate_type,cb_pressure_normalized,cb_strength_score,direction_score,strength_label,trend_label,confidence,categories_available,total_contributors,processed_at
1893,2022-09-01,CA,CAD,0.639602,0.493245,-1.147068,1,2,3,1.8000,0.7000,0.5000,inflation,0.307674,-0.832751,-0.916733,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1894,2022-09-04,CA,CAD,0.639602,0.493245,-1.147068,1,2,3,1.8000,0.7000,0.5000,inflation,0.307674,-0.647624,-0.877765,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1895,2022-09-05,CA,CAD,0.639602,0.493245,-1.147068,1,2,3,1.8000,0.7000,0.5000,inflation,0.307674,-0.654905,-0.877765,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1896,2022-09-07,CA,CAD,0.639602,0.493245,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,0.448306,-0.468748,-0.737133,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1897,2022-09-08,CA,CAD,0.639602,0.493245,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,0.448306,-0.458483,-0.737133,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1898,2022-09-09,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-1.058412,-1.200346,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1899,2022-09-12,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-1.013431,-0.964997,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1900,2022-09-13,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-0.786773,-0.964997,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1901,2022-09-14,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-0.788797,-0.987362,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1902,2022-09-15,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-0.804505,-0.987362,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1903,2022-09-16,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-0.766208,-0.987362,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1904,2022-09-19,CA,CAD,0.639602,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.014907,-0.778895,-1.081872,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1905,2022-09-20,CA,CAD,-0.627264,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.775026,-1.430137,-1.841991,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1906,2022-09-21,CA,CAD,-0.627264,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.775026,-1.424867,-1.841991,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1907,2022-09-22,CA,CAD,-0.627264,-1.491952,-0.303273,1,2,3,1.8000,0.7000,0.5000,inflation,-0.775026,-1.415567,-1.841991,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1908,2022-09-23,CA,CAD,-0.627264,-1.491952,-0.869608,1,2,3,1.8000,0.7000,0.5000,inflation,-0.869415,-1.358646,-1.797158,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1909,2022-09-26,CA,CAD,-0.627264,-1.491952,-0.869608,1,2,3,1.8000,0.7000,0.5000,inflation,-0.869415,-1.365441,-1.797158,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1910,2022-09-28,CA,CAD,-0.627264,-1.491952,-0.869608,1,2,3,1.8000,0.7000,0.5000,inflation,-0.869415,-1.378238,-1.797158,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1911,2022-09-29,CA,CAD,-0.627264,-1.491952,-0.532286,1,2,3,1.8000,0.7000,0.5000,inflation,-0.813195,-1.363419,-1.740938,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1912,2022-09-30,CA,CAD,-0.627264,-1.491952,-0.532286,1,2,3,1.8000,0.7000,0.5000,inflation,-0.813195,-1.263193,-1.740938,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1913,2022-10-03,CA,CAD,-0.627264,-1.491952,-0.532286,1,2,3,1.8000,0.7000,0.5000,inflation,-0.813195,-1.200985,-1.119663,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1914,2022-10-04,CA,CAD,-0.627264,-1.491952,-0.532286,1,2,3,1.8000,0.7000,0.5000,inflation,-0.813195,-1.201593,-1.119663,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1915,2022-10-05,CA,CAD,-0.627264,-1.491952,-0.532286,1,2,3,1.8000,0.7000,0.5000,inflation,-0.813195,-1.242092,-1.119663,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1916,2022-10-06,CA,CAD,-0.627264,-1.491952,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.808777,-1.239672,-1.093365,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1917,2022-10-07,CA,CAD,-0.627264,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.444254,-1.084540,-0.728842,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1918,2022-10-11,CA,CAD,-0.627264,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.444254,-1.073541,-0.728842,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1919,2022-10-12,CA,CAD,-0.627264,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.444254,-1.065242,-0.728842,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1920,2022-10-13,CA,CAD,-0.627264,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.444254,-1.196553,-0.728842,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1921,2022-10-17,CA,CAD,-0.627264,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.444254,-1.206666,-0.728842,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1922,2022-10-19,CA,CAD,-1.015081,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.676944,-1.429308,-0.984618,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1923,2022-10-20,CA,CAD,-1.015081,0.070289,-0.505779,1,2,3,1.8000,0.7000,0.5000,inflation,-0.676944,-1.419124,-0.984618,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1924,2022-10-21,CA,CAD,-1.015081,0.070289,0.077107,1,2,3,1.8000,0.7000,0.5000,inflation,-0.579796,-1.354507,-0.887470,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1925,2022-10-23,CA,CAD,-1.015081,0.070289,0.077107,1,2,3,1.8000,0.7000,0.5000,inflation,-0.579796,-1.356043,-0.887470,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1926,2022-10-24,CA,CAD,-1.015081,0.070289,0.077107,1,2,3,1.8000,0.7000,0.5000,inflation,-0.579796,-1.319417,-1.028102,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1927,2022-10-26,CA,CAD,-1.015081,0.070289,0.077107,1,2,3,1.8000,0.7000,0.5000,inflation,-0.579796,-1.314685,-1.028102,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1928,2022-10-27,CA,CAD,-1.015081,0.070289,0.077107,1,2,3,1.8000,0.7000,0.5000,inflation,-0.579796,-1.342356,-0.564889,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1929,2022-10-28,CA,CAD,-1.015081,0.070289,0.276764,1,2,3,1.8000,0.7000,0.5000,inflation,-0.546520,-1.303063,-0.531613,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1930,2022-10-30,CA,CAD,-1.015081,0.070289,0.276764,1,2,3,1.8000,0.7000,0.5000,inflation,-0.546520,-1.309628,-0.531613,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1931,2022-10-31,CA,CAD,-1.015081,0.070289,0.276764,1,2,3,1.8000,0.7000,0.5000,inflation,-0.546520,-1.305930,-0.531613,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1932,2022-11-01,CA,CAD,-1.015081,0.070289,0.276764,1,2,3,1.8000,0.7000,0.5000,inflation,-0.546520,-1.356955,-0.531613,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1933,2022-11-02,CA,CAD,-1.015081,0.070289,0.276764,1,2,3,1.8000,0.7000,0.5000,inflation,-0.546520,-1.363398,-0.531613,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1934,2022-11-03,CA,CAD,-1.015081,0.070289,0.276764,1,2,3,1.8000,0.7000,0.5000,inflation,-0.546520,-1.105059,-0.531613,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1935,2022-11-04,CA,CAD,-1.015081,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.395696,-0.949077,0.379330,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1936,2022-11-07,CA,CAD,-1.015081,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.395696,-0.950385,0.379330,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1937,2022-11-10,CA,CAD,-1.015081,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.395696,-0.931899,0.379330,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1938,2022-11-11,CA,CAD,-1.015081,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.395696,-0.931538,0.473719,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1939,2022-11-14,CA,CAD,-1.015081,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.395696,-0.932824,0.473719,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1940,2022-11-15,CA,CAD,-1.015081,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.395696,-0.929052,0.473719,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1941,2022-11-16,CA,CAD,-1.113340,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.454651,-1.019997,0.358544,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1942,2022-11-17,CA,CAD,-1.113340,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.454651,-0.966901,0.358544,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1943,2022-11-18,CA,CAD,-1.113340,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.454651,-0.962110,0.358544,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1944,2022-11-21,CA,CAD,-1.113340,0.959471,-0.063144,1,2,3,1.8000,0.7000,0.5000,inflation,-0.454651,-0.961331,0.358544,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1945,2022-11-22,CA,CAD,-1.113340,0.959471,-0.187823,1,2,3,1.8000,0.7000,0.5000,inflation,-0.475431,-0.964321,0.337764,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1946,2022-11-23,CA,CAD,-1.113340,0.959471,-0.187823,1,2,3,1.8000,0.7000,0.5000,inflation,-0.475431,-0.974542,0.333346,mild_weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
1947,2022-11-24,CA,CAD,-1.113340,0.959471,-0.187823,1,2,3,1.8000,0.7000,0.5000,inflation,-0.475431,-0.972205,-0.031177,mild_weak,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1948,2022-11-28,CA,CAD,-1.113340,0.959471,-0.187823,1,2,3,1.8000,0.7000,0.5000,inflation,-0.475431,-0.961943,-0.031177,mild_weak,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1949,2022-11-29,CA,CAD,-1.113340,0.959471,-0.317770,1,2,3,1.8000,0.7000,0.5000,inflation,-0.497089,-0.926494,-0.052835,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1950,2022-11-30,CA,CAD,-1.113340,0.959471,-0.317770,1,2,3,1.8000,0.7000,0.5000,inflation,-0.497089,-0.795044,-0.052835,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1951,2022-12-01,CA,CAD,-1.113340,0.959471,-0.317770,1,2,3,1.8000,0.7000,0.5000,inflation,-0.497089,-0.690367,-0.052835,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1952,2022-12-02,CA,CAD,-1.113340,0.098447,-0.317770,1,2,3,1.8000,0.7000,0.5000,inflation,-0.697995,-0.841422,-0.021051,mild_weak,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1953,2022-12-04,CA,CAD,-1.113340,0.098447,-0.317770,1,2,3,1.8000,0.7000,0.5000,inflation,-0.697995,-0.862428,-0.021051,mild_weak,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1954,2022-12-05,CA,CAD,-1.113340,0.098447,-0.317770,1,2,3,1.8000,0.7000,0.5000,inflation,-0.697995,-0.869952,-0.118199,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1955,2022-12-06,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.848114,-0.089396,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1956,2022-12-07,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.786953,-0.089396,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1957,2022-12-12,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.776943,-0.089396,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1958,2022-12-13,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.752689,-0.089396,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1959,2022-12-14,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.691438,-0.122672,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1960,2022-12-15,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.662189,-0.122672,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1961,2022-12-16,CA,CAD,-1.113340,0.098447,-0.144954,1,2,3,1.8000,0.7000,0.5000,inflation,-0.669192,-0.645221,-0.122672,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1962,2022-12-20,CA,CAD,-1.113340,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.635156,-0.608514,-0.088636,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1963,2022-12-21,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.523943,0.017416,mild_weak,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1964,2022-12-22,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.506691,0.017416,mild_weak,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1965,2022-12-23,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.308896,-0.133408,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1966,2022-12-26,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.332585,-0.133408,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1967,2022-12-27,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.337196,-0.133408,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1968,2023-01-02,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.340943,-0.133408,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1969,2023-01-04,CA,CAD,-0.936586,0.098447,0.059263,1,2,3,1.8000,0.7000,0.5000,inflation,-0.529104,-0.351830,-0.133408,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1970,2023-01-06,CA,CAD,-0.936586,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-0.452776,-0.321870,-0.057080,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1971,2023-01-09,CA,CAD,-0.936586,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-0.452776,-0.295879,0.001875,neutral,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1972,2023-01-11,CA,CAD,-0.936586,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-0.452776,-0.331306,0.001875,neutral,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1973,2023-01-13,CA,CAD,-0.936586,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-0.452776,-0.324696,0.001875,neutral,flat,high,3,6,2026-05-03T20:30:00.072964+00:00
1974,2023-01-17,CA,CAD,-2.305755,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-1.274278,-0.696938,-0.819627,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1975,2023-01-18,CA,CAD,-2.305755,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-1.274278,-0.655819,-0.798847,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1976,2023-01-19,CA,CAD,-2.305755,1.141772,-0.943428,1,2,3,1.8000,0.7000,0.5000,inflation,-1.274278,-0.663504,-0.798847,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1977,2023-01-20,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.673365,-0.819892,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1978,2023-01-23,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.675526,-0.819892,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1979,2023-01-24,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.669507,-0.798234,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1980,2023-01-25,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.677024,-0.798234,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1981,2023-01-26,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.676929,-0.798234,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1982,2023-01-27,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.694817,-0.597328,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1983,2023-01-29,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.706828,-0.597328,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1984,2023-01-30,CA,CAD,-2.305755,1.141772,-1.069704,1,2,3,1.8000,0.7000,0.5000,inflation,-1.295323,-0.708419,-0.597328,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1985,2023-01-31,CA,CAD,-2.305755,1.141772,-1.303625,1,2,3,1.8000,0.7000,0.5000,inflation,-1.334310,-0.695369,-0.665118,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1986,2023-02-01,CA,CAD,-2.305755,1.141772,-1.303625,1,2,3,1.8000,0.7000,0.5000,inflation,-1.334310,-0.649811,-0.665118,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1987,2023-02-02,CA,CAD,-2.305755,1.141772,-1.303625,1,2,3,1.8000,0.7000,0.5000,inflation,-1.334310,-0.653377,-0.665118,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1988,2023-02-03,CA,CAD,-2.305755,1.141772,-1.303625,1,2,3,1.8000,0.7000,0.5000,inflation,-1.334310,-0.645750,-0.665118,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1989,2023-02-06,CA,CAD,-2.305755,1.141772,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.075400,-0.480653,-0.406208,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1990,2023-02-07,CA,CAD,-2.305755,1.141772,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.075400,-0.479383,-0.406208,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1991,2023-02-10,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.415739,-0.343304,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1992,2023-02-13,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.581034,-0.377340,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1993,2023-02-14,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.608941,-0.483392,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1994,2023-02-15,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.365648,-0.483392,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1995,2023-02-16,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.327107,-0.483392,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1996,2023-02-17,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.343689,-0.483392,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1997,2023-02-20,CA,CAD,-2.305755,1.411359,0.249840,1,2,3,1.8000,0.7000,0.5000,inflation,-1.012496,-0.346640,-0.483392,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1998,2023-02-21,CA,CAD,-3.171300,1.411359,0.343322,1,2,3,1.8000,0.7000,0.5000,inflation,-1.516243,-0.670740,-0.987139,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
1999,2023-02-23,CA,CAD,-3.171300,1.411359,0.343322,1,2,3,1.8000,0.7000,0.5000,inflation,-1.516243,-0.696508,-0.987139,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2000,2023-02-27,CA,CAD,-3.171300,1.411359,0.343322,1,2,3,1.8000,0.7000,0.5000,inflation,-1.516243,-0.703999,-1.063467,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2001,2023-02-28,CA,CAD,-3.171300,1.411359,0.305622,1,2,3,1.8000,0.7000,0.5000,inflation,-1.522526,-0.718224,-1.069750,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2002,2023-03-01,CA,CAD,-3.171300,1.411359,0.305622,1,2,3,1.8000,0.7000,0.5000,inflation,-1.522526,-0.688269,-1.069750,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2003,2023-03-02,CA,CAD,-3.171300,1.411359,0.305622,1,2,3,1.8000,0.7000,0.5000,inflation,-1.522526,-0.700528,-1.069750,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2004,2023-03-03,CA,CAD,-3.171300,1.411359,0.305622,1,2,3,1.8000,0.7000,0.5000,inflation,-1.522526,-0.692927,-0.248248,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2005,2023-03-06,CA,CAD,-3.171300,1.411359,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.564722,-0.638540,-0.290444,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2006,2023-03-07,CA,CAD,-3.171300,1.411359,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.564722,-0.649381,-0.290444,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2007,2023-03-10,CA,CAD,-3.171300,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.841871,-0.860719,-0.546548,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2008,2023-03-14,CA,CAD,-3.171300,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.841871,-1.078908,-0.546548,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2009,2023-03-16,CA,CAD,-3.171300,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.841871,-1.015934,-0.546548,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2010,2023-03-17,CA,CAD,-3.171300,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.841871,-0.979359,-0.546548,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2011,2023-03-20,CA,CAD,-3.171300,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.841871,-0.904699,-0.546548,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2012,2023-03-21,CA,CAD,-3.056373,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.772914,-0.867799,-0.477591,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2013,2023-03-22,CA,CAD,-3.056373,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.772914,-0.988008,-0.477591,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2014,2023-03-23,CA,CAD,-3.056373,0.223579,0.052446,1,2,3,1.8000,0.7000,0.5000,inflation,-1.772914,-0.989447,-0.477591,mild_weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2015,2023-03-24,CA,CAD,-3.056373,0.223579,0.200415,1,2,3,1.8000,0.7000,0.5000,inflation,-1.748253,-1.932946,-0.413943,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
2016,2023-03-28,CA,CAD,-3.056373,0.223579,0.200415,1,2,3,1.8000,0.7000,0.5000,inflation,-1.748253,-1.067892,-0.413943,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
