target_row_id,source_release_id,indicator_id,country_code,currency_code,headline_target_type,indicator_key,indicator_name,reference_period_start,release_timestamp_utc,actual_value,prior_actual_value,direction_target,direction_label,momentum_value,prior_momentum_value,acceleration_target,acceleration_label,binary_up_target,target_quality_flags,processed_at
513,30445,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2023-10-01,2024-03-28T07:00:00+00:00,-0.300000,-0.300000,0,flat,0.200000,0.100000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
514,30299,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-01-01,2024-05-10T06:00:00+00:00,0.600000,-0.300000,1,up,0.900000,0.200000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
515,30127,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-01-01,2024-06-28T06:00:00+00:00,0.700000,0.600000,1,up,-0.800000,0.900000,-1,decelerating,1,[],2026-04-24T07:51:03.322738+00:00
516,31206,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-04-01,2024-08-15T06:00:00+00:00,0.600000,0.700000,-1,down,-0.200000,-0.800000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
517,31076,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-04-01,2024-09-30T06:00:00+00:00,0.500000,0.600000,-1,down,0.000000,-0.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
518,30909,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-07-01,2024-11-15T07:00:00+00:00,0.100000,0.500000,-1,down,-0.300000,0.000000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
519,31937,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-10-01,2025-02-13T07:00:00+00:00,0.100000,0.100000,0,flat,0.400000,-0.300000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
520,31739,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2024-10-01,2025-03-28T07:00:00+00:00,0.100000,0.100000,0,flat,0.000000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
521,31548,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-01-01,2025-05-15T06:00:00+00:00,0.700000,0.100000,1,up,0.600000,0.000000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
522,31381,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-01-01,2025-06-30T06:00:00+00:00,0.700000,0.700000,0,flat,-0.600000,0.600000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
523,32624,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-04-01,2025-08-14T06:00:00+00:00,0.300000,0.700000,-1,down,-0.400000,-0.600000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
524,32435,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-04-01,2025-09-30T06:00:00+00:00,0.300000,0.300000,0,flat,0.400000,-0.400000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
525,32269,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-07-01,2025-11-13T07:00:00+00:00,0.100000,0.300000,-1,down,-0.200000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
526,32093,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-07-01,2025-12-22T07:00:00+00:00,0.100000,0.100000,0,flat,0.200000,-0.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
527,1486,60,UK,GBP,GDP,gdp_qoq,GDP (QoQ),2025-10-01,2026-03-31T06:00:00+00:00,0.100000,0.100000,0,flat,0.000000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
528,12566,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2019-12-01,2020-01-07T10:00:00+00:00,1.300000,,,,,,,,,"[""direction_target_short_history"", ""acceleration_target_short_history""]",2026-04-24T07:51:03.322738+00:00
529,12545,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2019-12-01,2020-01-17T10:00:00+00:00,1.300000,1.300000,0,flat,,,,,0,"[""acceleration_target_short_history""]",2026-04-24T07:51:03.322738+00:00
530,12514,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-01-01,2020-01-31T10:00:00+00:00,1.400000,1.300000,1,up,0.100000,,,,1,"[""acceleration_target_short_history""]",2026-04-24T07:51:03.322738+00:00
531,12469,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-01-01,2020-02-21T10:00:00+00:00,1.400000,1.400000,0,flat,-0.100000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
532,12447,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-02-01,2020-03-03T10:00:00+00:00,1.200000,1.400000,-1,down,-0.200000,-0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
533,12419,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-02-01,2020-03-18T10:00:00+00:00,1.200000,1.200000,0,flat,0.200000,-0.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
534,12399,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-03-01,2020-03-31T09:00:00+00:00,0.700000,1.200000,-1,down,-0.500000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
535,12379,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-03-01,2020-04-17T09:00:00+00:00,0.700000,0.700000,0,flat,0.500000,-0.500000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
536,12357,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-04-01,2020-04-30T09:00:00+00:00,0.400000,0.700000,-1,down,-0.300000,0.500000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
537,12314,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-04-01,2020-05-20T09:00:00+00:00,0.300000,0.400000,-1,down,0.200000,-0.300000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
538,12291,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-05-01,2020-05-29T09:00:00+00:00,0.100000,0.300000,-1,down,-0.100000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
539,12257,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-05-01,2020-06-17T09:00:00+00:00,0.100000,0.100000,0,flat,0.200000,-0.100000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
540,12924,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-06-01,2020-07-17T09:00:00+00:00,0.300000,0.100000,1,up,0.200000,0.200000,0,flat,1,[],2026-04-24T07:51:03.322738+00:00
541,12898,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-07-01,2020-07-31T09:00:00+00:00,0.400000,0.300000,1,up,-0.100000,0.200000,-1,decelerating,1,[],2026-04-24T07:51:03.322738+00:00
542,12874,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-07-01,2020-08-19T09:00:00+00:00,0.400000,0.400000,0,flat,-0.100000,-0.100000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
543,12851,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-08-01,2020-09-01T09:00:00+00:00,-0.200000,0.400000,-1,down,-0.600000,-0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
544,12815,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-08-01,2020-09-17T09:00:00+00:00,-0.200000,-0.200000,0,flat,0.600000,-0.600000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
545,12776,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-09-01,2020-10-02T09:00:00+00:00,-0.300000,-0.200000,-1,down,-0.100000,0.600000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
546,12739,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-09-01,2020-10-16T09:00:00+00:00,-0.300000,-0.300000,0,flat,0.100000,-0.100000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
547,12708,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-10-01,2020-10-30T10:00:00+00:00,-0.300000,-0.300000,0,flat,0.000000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
548,12661,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-10-01,2020-11-18T10:00:00+00:00,-0.300000,-0.300000,0,flat,0.000000,0.000000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
549,12625,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-11-01,2020-12-01T10:00:00+00:00,-0.300000,-0.300000,0,flat,0.000000,0.000000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
550,12582,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-11-01,2020-12-17T10:00:00+00:00,-0.300000,-0.300000,0,flat,0.000000,0.000000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
551,13295,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2020-12-01,2021-01-07T10:00:00+00:00,-0.300000,-0.300000,0,flat,0.000000,0.000000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
552,13242,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-01-01,2021-02-03T10:00:00+00:00,0.900000,-0.300000,1,up,1.200000,0.000000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
553,13205,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-01-01,2021-02-23T10:00:00+00:00,0.900000,0.900000,0,flat,-1.200000,1.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
554,13185,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-02-01,2021-03-02T10:00:00+00:00,0.900000,0.900000,0,flat,0.000000,-1.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
555,13157,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-02-01,2021-03-17T10:00:00+00:00,0.900000,0.900000,0,flat,0.000000,0.000000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
556,13124,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-03-01,2021-03-31T09:00:00+00:00,1.300000,0.900000,1,up,0.400000,0.000000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
557,13099,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-03-01,2021-04-16T09:00:00+00:00,1.300000,1.300000,0,flat,-0.400000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
558,13075,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-04-01,2021-04-30T09:00:00+00:00,1.600000,1.300000,1,up,0.300000,-0.400000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
559,13044,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-04-01,2021-05-19T09:00:00+00:00,1.600000,1.600000,0,flat,-0.300000,0.300000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
560,13014,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-05-01,2021-06-01T09:00:00+00:00,2.000000,1.600000,1,up,0.400000,-0.300000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
561,12989,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-05-01,2021-06-17T09:00:00+00:00,2.000000,2.000000,0,flat,-0.400000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
562,12959,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-06-01,2021-06-30T09:00:00+00:00,1.900000,2.000000,-1,down,-0.100000,-0.400000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
563,13622,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-07-01,2021-07-30T09:00:00+00:00,2.200000,1.900000,1,up,0.400000,-0.100000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
564,13598,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-07-01,2021-08-18T09:00:00+00:00,2.200000,2.200000,0,flat,-0.300000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
565,13581,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-08-01,2021-08-31T09:00:00+00:00,3.000000,2.200000,1,up,0.800000,-0.300000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
566,13545,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-08-01,2021-09-17T09:00:00+00:00,3.000000,3.000000,0,flat,-0.800000,0.800000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
567,13513,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-09-01,2021-10-01T09:00:00+00:00,3.400000,3.000000,1,up,0.400000,-0.800000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
568,13476,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-09-01,2021-10-20T09:00:00+00:00,3.400000,3.400000,0,flat,-0.400000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
569,13452,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-10-01,2021-10-29T09:00:00+00:00,4.100000,3.400000,1,up,0.700000,-0.400000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
570,13405,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-10-01,2021-11-17T10:00:00+00:00,4.100000,4.100000,0,flat,-0.700000,0.700000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
571,13361,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-11-01,2021-11-30T10:00:00+00:00,4.900000,4.100000,1,up,0.800000,-0.700000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
572,13314,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-11-01,2021-12-17T10:00:00+00:00,4.900000,4.900000,0,flat,-0.800000,0.800000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
573,14108,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-12-01,2022-01-07T10:00:00+00:00,5.000000,4.900000,1,up,0.100000,-0.800000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
574,14076,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2021-12-01,2022-01-20T10:00:00+00:00,5.000000,5.000000,0,flat,-0.100000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
575,14054,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-01-01,2022-02-02T10:00:00+00:00,5.100000,5.000000,1,up,0.100000,-0.100000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
576,14012,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-01-01,2022-02-23T10:00:00+00:00,5.100000,5.100000,0,flat,-0.100000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
577,13984,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-02-01,2022-03-02T10:00:00+00:00,5.800000,5.100000,1,up,0.700000,-0.100000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
578,13939,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-02-01,2022-03-17T10:00:00+00:00,5.900000,5.800000,1,up,-0.600000,0.700000,-1,decelerating,1,[],2026-04-24T07:51:03.322738+00:00
579,13896,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-03-01,2022-04-01T09:00:00+00:00,7.500000,5.900000,1,up,1.500000,-0.600000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
580,13862,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-03-01,2022-04-21T09:00:00+00:00,7.400000,7.500000,-1,down,-1.700000,1.500000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
581,13839,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-04-01,2022-04-29T09:00:00+00:00,7.500000,7.400000,1,up,0.200000,-1.700000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
582,13792,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-04-01,2022-05-18T09:00:00+00:00,7.400000,7.500000,-1,down,-0.200000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
583,13761,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-05-01,2022-05-31T09:00:00+00:00,8.100000,7.400000,1,up,0.800000,-0.200000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
584,13712,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-05-01,2022-06-17T09:00:00+00:00,8.100000,8.100000,0,flat,-0.700000,0.800000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
585,14539,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-06-01,2022-07-01T09:00:00+00:00,8.600000,8.100000,1,up,0.500000,-0.700000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
586,14510,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-06-01,2022-07-19T09:00:00+00:00,8.600000,8.600000,0,flat,-0.500000,0.500000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
587,14486,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-07-01,2022-07-29T09:00:00+00:00,8.900000,8.600000,1,up,0.300000,-0.500000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
588,14461,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-07-01,2022-08-18T09:00:00+00:00,8.900000,8.900000,0,flat,-0.300000,0.300000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
589,14438,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-08-01,2022-08-31T09:00:00+00:00,9.100000,8.900000,1,up,0.200000,-0.300000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
590,14390,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-08-01,2022-09-16T09:00:00+00:00,9.100000,9.100000,0,flat,-0.200000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
591,14339,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-09-01,2022-09-30T09:00:00+00:00,10.000000,9.100000,1,up,0.900000,-0.200000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
592,14296,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-09-01,2022-10-19T09:00:00+00:00,9.900000,10.000000,-1,down,-1.000000,0.900000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
593,14262,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-10-01,2022-10-31T10:00:00+00:00,10.700000,9.900000,1,up,0.900000,-1.000000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
594,14222,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-10-01,2022-11-17T10:00:00+00:00,10.600000,10.700000,-1,down,-0.900000,0.900000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
595,14182,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-11-01,2022-11-30T10:00:00+00:00,10.000000,10.600000,-1,down,-0.500000,-0.900000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
596,14132,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-11-01,2022-12-16T10:00:00+00:00,10.100000,10.000000,1,up,0.700000,-0.500000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
597,15005,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2022-12-01,2023-01-06T10:00:00+00:00,9.200000,10.100000,-1,down,-1.000000,0.700000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
598,14957,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-01-01,2023-02-01T10:00:00+00:00,8.500000,9.200000,-1,down,0.200000,-1.000000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
599,14903,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-01-01,2023-02-23T10:00:00+00:00,8.600000,8.500000,1,up,0.800000,0.200000,1,accelerating,1,[],2026-04-24T07:51:03.322738+00:00
600,14884,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-02-01,2023-03-02T10:00:00+00:00,8.500000,8.600000,-1,down,-0.200000,0.800000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
601,14846,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-02-01,2023-03-17T10:00:00+00:00,8.500000,8.500000,0,flat,0.100000,-0.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
602,14801,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-03-01,2023-03-31T09:00:00+00:00,6.900000,8.500000,-1,down,-1.600000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
603,14767,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-03-01,2023-04-19T09:00:00+00:00,6.900000,6.900000,0,flat,1.600000,-1.600000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
604,14726,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-04-01,2023-05-02T09:00:00+00:00,7.000000,6.900000,1,up,0.100000,1.600000,-1,decelerating,1,[],2026-04-24T07:51:03.322738+00:00
605,14689,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-04-01,2023-05-17T09:00:00+00:00,7.000000,7.000000,0,flat,-0.100000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
606,14642,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-05-01,2023-06-01T09:00:00+00:00,6.100000,7.000000,-1,down,-0.900000,-0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
607,14599,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-05-01,2023-06-16T09:00:00+00:00,6.100000,6.100000,0,flat,0.900000,-0.900000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
608,15438,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-06-01,2023-07-19T09:00:00+00:00,5.500000,6.100000,-1,down,-0.600000,0.900000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
609,15412,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-07-01,2023-07-31T09:00:00+00:00,5.300000,5.500000,-1,down,0.400000,-0.600000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
610,15389,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-07-01,2023-08-18T09:00:00+00:00,5.300000,5.300000,0,flat,0.200000,0.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
611,15363,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-08-01,2023-08-31T09:00:00+00:00,5.300000,5.300000,0,flat,0.000000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
612,15311,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-08-01,2023-09-19T09:00:00+00:00,5.200000,5.300000,-1,down,-0.100000,0.000000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
613,15265,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-09-01,2023-09-29T09:00:00+00:00,4.300000,5.200000,-1,down,-0.800000,-0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
614,15224,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-09-01,2023-10-18T09:00:00+00:00,4.300000,4.300000,0,flat,0.900000,-0.800000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
615,15182,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-10-01,2023-10-31T10:00:00+00:00,2.900000,4.300000,-1,down,-1.400000,0.900000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
616,15129,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-10-01,2023-11-17T10:00:00+00:00,2.900000,2.900000,0,flat,1.400000,-1.400000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
617,15087,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-11-01,2023-11-30T10:00:00+00:00,2.400000,2.900000,-1,down,-0.500000,1.400000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
618,15034,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-11-01,2023-12-19T10:00:00+00:00,2.400000,2.400000,0,flat,0.500000,-0.500000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
619,16073,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2023-12-01,2024-01-05T10:00:00+00:00,2.900000,2.400000,1,up,0.500000,0.500000,0,flat,1,[],2026-04-24T07:51:03.322738+00:00
620,16001,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-01-01,2024-02-01T10:00:00+00:00,2.800000,2.900000,-1,down,-0.600000,0.500000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
621,15925,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-01-01,2024-02-22T10:00:00+00:00,2.800000,2.800000,0,flat,0.100000,-0.600000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
622,15903,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-02-01,2024-03-01T10:00:00+00:00,2.600000,2.800000,-1,down,-0.200000,0.100000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
623,15855,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-02-01,2024-03-18T10:00:00+00:00,2.600000,2.600000,0,flat,0.200000,-0.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
624,15799,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-03-01,2024-04-03T09:00:00+00:00,2.400000,2.600000,-1,down,-0.200000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
625,15756,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-03-01,2024-04-17T09:00:00+00:00,2.400000,2.400000,0,flat,0.200000,-0.200000,1,accelerating,0,[],2026-04-24T07:51:03.322738+00:00
626,15692,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-04-01,2024-04-30T09:00:00+00:00,2.400000,2.400000,0,flat,0.000000,0.200000,-1,decelerating,0,[],2026-04-24T07:51:03.322738+00:00
627,15644,88,EU,EUR,CPI,cpi_headline_yoy,Headline HICP (YoY),2024-04-01,2024-05-17T09:00:00+00:00,2.400000,2.400000,0,flat,0.000000,0.000000,0,flat,0,[],2026-04-24T07:51:03.322738+00:00
